Nome Cliente;Marca;Modelo;Método Pagamento;Bairro;Entrada;Saída
Roberto Moraes;Jeep;Renegade;App;Madureira;2024-12-11 10:22:24;2024-12-11 12:22:24
Lucas Almeida;Renault;Sandero;Cartão;Barra da Tijuca;2023-09-13 11:47:48;2023-09-13 23:47:48
Letícia Reis;Hyundai;HB20;Cartão;Catete;2023-09-01 17:50:30;2023-09-01 19:50:30
Carolina Machado;Nissan;Kicks;Dinheiro;Centro;2023-10-26 04:05:31;2023-10-26 14:05:31
Evelyn Ferreira;Jeep;Renegade;App;Tijuca;2023-11-07 13:38:12;2023-11-08 01:38:12
Lucas Nogueira;Chevrolet;Cruze;App;Laranjeiras;2024-07-30 01:40:26;2024-07-30 19:40:26
Mariana Carvalho;Fiat;Uno;Cartão;Urca;2023-10-10 14:13:11;2023-10-11 02:13:11
Erick Lima;Chevrolet;Cruze;Cartão;Ipanema;2024-05-02 05:25:37;2024-05-02 19:25:37
Túlio Pinto;Volkswagen;Gol;Cartão;Barra da Tijuca;2024-12-23 18:03:25;2024-12-24 07:03:25
Antônio Silva;Renault;Duster;App;Copacabana;2023-02-03 15:02:43;2023-02-04 02:02:43
Sarah Carvalho;Renault;Sandero;Dinheiro;Urca;2023-02-20 03:08:18;2023-02-20 07:08:18
Fabrício Souza;Jeep;Compass;Dinheiro;Campo Grande;2024-12-07 12:54:01;2024-12-07 16:54:01
Mirella Vieira;Toyota;Yaris;App;Tijuca;2023-03-13 14:15:21;2023-03-14 02:15:21
Marcela Rodrigues;Hyundai;Creta;Cartão;Tijuca;2024-03-13 17:56:24;2024-03-14 04:56:24
Célia Pinto;Hyundai;Creta;Cartão;Campo Grande;2024-03-12 09:10:09;2024-03-12 10:10:09
Rafaela Almeida;Toyota;Corolla;Dinheiro;Centro;2023-01-30 12:38:20;2023-01-31 04:38:20
Rebeca Silva;Toyota;Corolla;Cartão;Catete;2023-11-10 03:30:03;2023-11-10 05:30:03
Daniel Teixeira;Chevrolet;Onix;Cartão;Centro;2023-11-04 10:30:33;2023-11-04 11:30:33
Miguel Rocha;Renault;Sandero;Dinheiro;Urca;2023-04-14 09:21:55;2023-04-14 12:21:55
Giulia Souza;Jeep;Renegade;Dinheiro;Campo Grande;2023-11-12 19:52:47;2023-11-12 23:52:47
Giovana Medeiros;Volkswagen;Gol;App;Vila Isabel;2024-09-18 07:59:23;2024-09-18 12:59:23
Gabriela Campos;Jeep;Renegade;Dinheiro;Copacabana;2023-07-16 09:30:50;2023-07-16 21:30:50
Fabiana Neves;Jeep;Compass;Dinheiro;Laranjeiras;2024-11-21 00:03:26;2024-11-21 15:03:26
Sarah Araujo;Ford;Fiesta;Dinheiro;Botafogo;2023-05-24 11:57:48;2023-05-24 15:57:48
Juliana Machado;Jeep;Renegade;Dinheiro;Ipanema;2024-06-06 15:08:44;2024-06-07 03:08:44
Miguel Castro;Hyundai;HB20;App;Bangu;2024-07-16 06:49:27;2024-07-16 09:49:27
Francisco Costa;Honda;Fit;App;Catete;2023-11-30 10:06:08;2023-11-30 18:06:08
Rosana Araujo;Ford;Ka;Cartão;Jardim Botânico;2023-09-30 16:18:10;2023-09-30 23:18:10
Julio Melo;Chevrolet;Cruze;App;Urca;2023-05-27 22:48:35;2023-05-28 05:48:35
Isabela Batista;Toyota;Corolla;Dinheiro;Vila Isabel;2024-08-27 04:13:13;2024-08-27 16:13:13
Larissa Rocha;Nissan;March;App;Centro;2023-07-26 16:33:57;2023-07-27 02:33:57
Thais Dias;Toyota;Yaris;App;Catete;2023-08-30 00:01:21;2023-08-30 20:01:21
Hugo Carvalho;Jeep;Compass;Dinheiro;Laranjeiras;2023-07-07 22:18:57;2023-07-08 20:18:57
Mauro Gomes;Nissan;Kicks;App;Copacabana;2023-08-15 00:35:31;2023-08-15 08:35:31
Laura Gomes;Nissan;March;App;Laranjeiras;2023-01-04 17:59:23;2023-01-05 03:59:23
César Rodrigues;Toyota;Corolla;Cartão;Laranjeiras;2023-06-10 20:37:19;2023-06-10 22:37:19
Bianca Santos;Hyundai;Creta;Cartão;Lapa;2023-07-11 08:03:05;2023-07-11 18:03:05
Laura Fonseca;Volkswagen;Polo;Dinheiro;Bangu;2024-06-10 23:02:37;2024-06-11 01:02:37
Renata Teixeira;Renault;Sandero;Dinheiro;Sulacap;2023-12-26 13:00:45;2023-12-26 15:00:45
Carolina Campos;Toyota;Corolla;Dinheiro;Madureira;2024-08-21 14:05:58;2024-08-21 19:05:58
Stella Fernandes;Honda;Fit;Cartão;Botafogo;2023-05-11 12:51:35;2023-05-12 09:51:35
Juliana Barbosa;Nissan;Kicks;Dinheiro;Taquara;2023-02-16 14:52:40;2023-02-16 17:52:40
Eliane Gomes;Renault;Sandero;App;Centro;2024-07-25 12:16:58;2024-07-26 07:16:58
Eduardo Freitas;Toyota;Yaris;Cartão;Laranjeiras;2024-08-24 00:04:25;2024-08-24 10:04:25
Cássio Ferraz;Ford;Ka;App;Laranjeiras;2023-04-05 12:34:02;2023-04-06 10:34:02
César Garcia;Ford;Ka;Cartão;Catete;2023-05-27 05:57:56;2023-05-27 06:57:56
Caio Costa;Ford;Fiesta;Cartão;Centro;2024-06-22 01:33:24;2024-06-22 03:33:24
Fernanda Gonçalves;Jeep;Compass;App;Botafogo;2024-02-17 14:18:46;2024-02-18 10:18:46
Rosana Machado;Hyundai;HB20;App;Vila Isabel;2024-06-18 16:02:20;2024-06-19 02:02:20
Carlos Souza;Jeep;Compass;App;Madureira;2023-09-27 13:25:58;2023-09-27 16:25:58
Diego Almeida;Hyundai;HB20;Cartão;Campo Grande;2023-10-26 22:24:50;2023-10-27 06:24:50
Letícia Ferreira;Jeep;Renegade;Cartão;Santa Teresa;2023-04-27 00:32:20;2023-04-27 02:32:20
Ricardo Freitas;Ford;Ka;Cartão;Lapa;2024-02-22 21:47:31;2024-02-23 08:47:31
Luís Moraes;Renault;Sandero;Cartão;Centro;2023-05-14 14:17:42;2023-05-14 16:17:42
Adriana Teixeira;Ford;Ka;Dinheiro;Recreio dos Bandeirantes;2023-01-18 19:03:35;2023-01-19 03:03:35
Raquel Vieira;Honda;Fit;Cartão;Copacabana;2023-10-31 17:50:29;2023-11-01 01:50:29
Daniel Teixeira;Ford;Ka;Cartão;Barra da Tijuca;2024-10-19 09:19:51;2024-10-19 20:19:51
Paulo Moraes;Fiat;Argo;Dinheiro;Tijuca;2023-12-21 03:46:09;2023-12-21 09:46:09
Isabela Pereira;Jeep;Renegade;App;Vila Isabel;2024-06-30 05:45:26;2024-06-30 16:45:26
Daniel Araujo;Hyundai;HB20;Dinheiro;Campo Grande;2024-12-06 19:22:10;2024-12-06 22:22:10
Tania Teixeira;Chevrolet;Onix;Dinheiro;Bangu;2024-01-03 00:54:37;2024-01-03 02:54:37
Tatiana Araujo;Chevrolet;Cruze;Dinheiro;Sulacap;2024-05-23 20:27:26;2024-05-24 03:27:26
Célia Lopes;Fiat;Argo;App;Taquara;2024-09-15 02:53:56;2024-09-15 09:53:56
Mateus Ribeiro;Hyundai;HB20;Cartão;Taquara;2024-12-08 10:09:54;2024-12-08 12:09:54
Carla Ferreira;Fiat;Uno;Cartão;Madureira;2023-09-24 14:19:53;2023-09-24 17:19:53
Juliana Borges;Chevrolet;Onix;App;Glória;2023-02-13 18:38:23;2023-02-14 01:38:23
Leonardo Vieira;Ford;Ka;Dinheiro;Taquara;2024-05-18 12:38:38;2024-05-18 23:38:38
Marcela Barbosa;Chevrolet;Cruze;Cartão;Lapa;2023-09-05 22:00:44;2023-09-06 01:00:44
Sophia Batista;Volkswagen;Gol;App;Gávea;2024-05-14 05:06:43;2024-05-14 13:06:43
Eliane Duarte;Jeep;Compass;App;Campo Grande;2023-09-13 20:39:34;2023-09-13 21:39:34
Mariana Rocha;Volkswagen;Gol;App;Madureira;2023-11-30 17:33:54;2023-11-30 18:33:54
Francisco Pinto;Hyundai;HB20;Dinheiro;Botafogo;2023-09-08 16:22:52;2023-09-08 21:22:52
Denise Rodrigues;Chevrolet;Onix;App;Gávea;2023-04-23 17:10:53;2023-04-23 20:10:53
Enzo Gonçalves;Renault;Sandero;Cartão;Ipanema;2023-11-09 18:13:42;2023-11-09 21:13:42
Barbara Batista;Volkswagen;Polo;Dinheiro;Lapa;2023-04-16 00:08:21;2023-04-16 11:08:21
Bianca Monteiro;Toyota;Yaris;App;Tijuca;2023-02-28 21:36:21;2023-02-28 22:36:21
Julia Duarte;Ford;Fiesta;Dinheiro;Santa Cruz;2023-08-09 15:04:53;2023-08-10 14:04:53
Bruno Mendes;Ford;Ka;Cartão;Laranjeiras;2023-10-07 16:34:21;2023-10-08 14:34:21
Vicente Martins;Toyota;Yaris;App;Vila Isabel;2024-02-15 17:42:40;2024-02-15 19:42:40
Larissa Lopes;Toyota;Yaris;Cartão;Jardim Botânico;2024-08-10 21:30:50;2024-08-11 18:30:50
Ricardo Costa;Toyota;Corolla;Dinheiro;Lapa;2024-04-08 07:53:23;2024-04-09 02:53:23
Letícia Ferreira;Jeep;Compass;App;Santa Cruz;2023-03-15 13:29:41;2023-03-15 22:29:41
Carolina Garcia;Ford;Ka;App;Laranjeiras;2023-06-23 07:35:05;2023-06-23 21:35:05
Arthur Monteiro;Fiat;Argo;Cartão;Laranjeiras;2023-09-27 11:39:41;2023-09-27 20:39:41
Túlio Monteiro;Fiat;Uno;Dinheiro;Glória;2023-10-07 00:51:46;2023-10-07 10:51:46
Giulia Cardoso;Renault;Sandero;Cartão;Jardim Botânico;2024-11-24 03:14:58;2024-11-25 03:14:58
Túlio Rocha;Honda;Fit;Dinheiro;Glória;2023-09-08 21:06:20;2023-09-09 14:06:20
Túlio Machado;Hyundai;HB20;Dinheiro;Jardim Botânico;2024-12-13 01:11:50;2024-12-13 12:11:50
Melissa Alves;Honda;Fit;App;Ipanema;2023-07-02 18:35:10;2023-07-03 06:35:10
Elisa Costa;Hyundai;HB20;Cartão;Barra da Tijuca;2024-07-14 23:14:25;2024-07-15 08:14:25
Ricardo Batista;Jeep;Renegade;App;Méier;2024-11-29 07:17:07;2024-11-29 08:17:07
Clarice Fonseca;Renault;Duster;Cartão;Sulacap;2023-05-23 00:58:49;2023-05-23 12:58:49
Karen Medeiros;Volkswagen;Gol;App;Barra da Tijuca;2024-11-04 01:55:25;2024-11-04 08:55:25
Emerson Alves;Renault;Sandero;App;Copacabana;2024-08-12 20:51:07;2024-08-13 06:51:07
Mariana Ferreira;Nissan;Kicks;Cartão;Tijuca;2024-12-27 23:47:30;2024-12-28 04:47:30
Leandro Martins;Fiat;Argo;App;Tijuca;2024-11-17 00:01:04;2024-11-17 02:01:04
Márcia Santos;Nissan;Kicks;Cartão;Vila Isabel;2023-08-09 20:43:53;2023-08-10 08:43:53
Leonardo Castro;Hyundai;HB20;App;Barra da Tijuca;2023-02-04 00:32:33;2023-02-04 09:32:33
Davi Alves;Hyundai;Creta;App;Ipanema;2024-02-02 08:31:07;2024-02-03 00:31:07
Davi Pinto;Honda;Fit;Dinheiro;Campo Grande;2023-12-18 02:26:59;2023-12-18 04:26:59
Murilo Gomes;Ford;Fiesta;App;Vila Isabel;2023-03-31 12:59:15;2023-04-01 00:59:15
Giovana Pereira;Fiat;Uno;Dinheiro;Lapa;2023-10-10 19:38:09;2023-10-10 22:38:09
Mauro Santos;Toyota;Yaris;App;Ipanema;2023-01-10 15:26:22;2023-01-11 00:26:22
Tania Mendes;Toyota;Corolla;Cartão;Laranjeiras;2024-12-12 05:10:55;2024-12-12 11:10:55
João Moreira;Honda;Fit;Cartão;Gávea;2024-02-20 12:18:48;2024-02-20 22:18:48
Luísa Santos;Chevrolet;Cruze;App;Leblon;2024-10-06 23:12:45;2024-10-07 09:12:45
Beatriz Fonseca;Toyota;Corolla;App;Centro;2023-02-02 11:54:24;2023-02-02 20:54:24
Lucas Cardoso;Honda;Civic;App;Vila Isabel;2024-04-09 23:08:41;2024-04-10 07:08:41
Joaquim Rocha;Nissan;March;App;Campo Grande;2024-06-27 10:35:50;2024-06-27 13:35:50
Isadora Machado;Renault;Sandero;Dinheiro;Tijuca;2023-07-12 23:17:40;2023-07-13 02:17:40
Marcos Santos;Jeep;Renegade;Dinheiro;Urca;2023-09-18 06:47:04;2023-09-18 13:47:04
Giulia Monteiro;Chevrolet;Cruze;Dinheiro;Barra da Tijuca;2023-02-25 03:49:52;2023-02-25 15:49:52
Alessandra Costa;Volkswagen;Gol;Cartão;Centro;2024-11-06 21:35:50;2024-11-07 00:35:50
Carolina Pereira;Toyota;Corolla;Cartão;Urca;2024-09-07 00:06:12;2024-09-07 10:06:12
Julia Lima;Hyundai;Creta;App;Barra da Tijuca;2024-12-21 20:44:50;2024-12-22 05:44:50
Larissa Moura;Jeep;Compass;Dinheiro;Taquara;2024-07-04 12:36:19;2024-07-05 07:36:19
Nina Freitas;Hyundai;HB20;Cartão;Gávea;2023-03-16 01:02:45;2023-03-16 05:02:45
Luciana Miranda;Volkswagen;Gol;App;Bangu;2024-01-02 14:11:57;2024-01-02 16:11:57
Marcelo Vieira;Fiat;Uno;App;Tijuca;2024-09-18 23:30:53;2024-09-19 11:30:53
Carla Ferraz;Volkswagen;Gol;Cartão;Jardim Botânico;2024-09-21 02:40:03;2024-09-21 22:40:03
Mirella Costa;Jeep;Compass;Cartão;Laranjeiras;2023-01-22 17:31:05;2023-01-22 23:31:05
Miguel Silva;Honda;Civic;Dinheiro;Madureira;2024-06-05 07:55:34;2024-06-05 08:55:34
Emerson Rocha;Hyundai;HB20;Cartão;Santa Cruz;2024-05-23 14:21:47;2024-05-23 19:21:47
Adriana Fernandes;Volkswagen;Gol;Cartão;Santa Cruz;2023-01-28 00:27:19;2023-01-28 09:27:19
Amanda Barros;Jeep;Renegade;App;Madureira;2024-12-16 14:46:53;2024-12-16 19:46:53
Isadora Vieira;Renault;Sandero;Cartão;Ipanema;2023-04-13 20:38:20;2023-04-14 11:38:20
Camila Alves;Honda;Civic;Dinheiro;Catete;2023-09-27 07:19:40;2023-09-27 09:19:40
Igor Dias;Toyota;Yaris;App;Vila Isabel;2023-04-22 03:42:48;2023-04-22 14:42:48
Guilherme Oliveira;Toyota;Yaris;App;Laranjeiras;2024-11-07 23:17:16;2024-11-08 00:17:16
Cristiane Moraes;Toyota;Yaris;Cartão;Barra da Tijuca;2024-05-13 13:44:38;2024-05-14 10:44:38
Alessandra Teixeira;Nissan;March;App;Madureira;2023-10-22 07:56:32;2023-10-22 13:56:32
Felipe Machado;Chevrolet;Cruze;Cartão;Leblon;2024-12-12 05:33:47;2024-12-12 17:33:47
Mirella Pinto;Ford;Ka;Cartão;Madureira;2023-06-26 12:09:06;2023-06-26 15:09:06
Estela Vieira;Jeep;Compass;Cartão;Jardim Botânico;2023-08-02 13:21:47;2023-08-02 14:21:47
Rose Alves;Jeep;Renegade;Cartão;Laranjeiras;2024-10-20 08:57:16;2024-10-21 04:57:16
Francisco Teixeira;Chevrolet;Cruze;Dinheiro;Leblon;2023-08-04 20:16:49;2023-08-05 20:16:49
Fabrício Martins;Jeep;Compass;App;Vila Isabel;2023-07-09 18:27:23;2023-07-10 00:27:23
Lucas Almeida;Ford;Ka;Dinheiro;Lapa;2024-12-04 15:40:31;2024-12-04 21:40:31
Eduardo Almeida;Toyota;Yaris;App;Vila Isabel;2024-06-09 07:20:49;2024-06-09 10:20:49
Caio Lima;Jeep;Renegade;App;Tijuca;2024-05-02 06:49:04;2024-05-02 07:49:04
Thiago Costa;Renault;Duster;Dinheiro;Taquara;2023-12-04 07:44:45;2023-12-04 08:44:45
Flávia Gomes;Volkswagen;Gol;App;Urca;2024-06-19 09:13:04;2024-06-19 18:13:04
Bianca Almeida;Hyundai;HB20;Dinheiro;Barra da Tijuca;2023-02-03 20:39:03;2023-02-04 19:39:03
Thais Freitas;Jeep;Renegade;App;Leblon;2024-12-07 22:08:10;2024-12-08 02:08:10
Julia Silva;Jeep;Renegade;Cartão;Leblon;2024-04-06 16:53:44;2024-04-07 15:53:44
Erick Melo;Nissan;Kicks;Dinheiro;Santa Teresa;2024-06-03 02:56:08;2024-06-03 11:56:08
Luís Borges;Chevrolet;Onix;Cartão;Recreio dos Bandeirantes;2024-08-20 17:37:47;2024-08-20 18:37:47
Claudio Fernandes;Chevrolet;Cruze;App;Madureira;2024-07-23 02:54:25;2024-07-23 12:54:25
Igor Dias;Ford;Fiesta;Dinheiro;Centro;2023-07-16 02:15:05;2023-07-16 03:15:05
Roberto Fonseca;Hyundai;HB20;Cartão;Botafogo;2024-08-18 12:21:42;2024-08-18 14:21:42
Fernanda Gonçalves;Volkswagen;Polo;Cartão;Leblon;2023-03-18 13:33:19;2023-03-18 17:33:19
Denise Medeiros;Hyundai;HB20;App;Madureira;2024-02-03 14:20:17;2024-02-03 15:20:17
Luís Pinto;Volkswagen;Polo;App;Santa Cruz;2024-04-20 22:12:12;2024-04-21 01:12:12
Bruno Campos;Ford;Ka;App;Lapa;2023-12-14 10:27:36;2023-12-14 21:27:36
Murilo Medeiros;Nissan;Kicks;Dinheiro;Botafogo;2024-05-17 17:10:01;2024-05-18 04:10:01
Nicolas Rodrigues;Volkswagen;Gol;Dinheiro;Leblon;2024-12-29 10:46:01;2024-12-29 21:46:01
Marcela Marques;Toyota;Yaris;App;Glória;2023-01-01 23:24:09;2023-01-02 20:24:09
Caio Oliveira;Chevrolet;Cruze;Dinheiro;Santa Teresa;2024-07-17 17:13:38;2024-07-17 23:13:38
Nicolas Martins;Jeep;Compass;App;Campo Grande;2024-04-18 01:12:47;2024-04-18 02:12:47
Francisco Duarte;Jeep;Renegade;App;Glória;2023-08-31 11:35:51;2023-08-31 23:35:51
Davi Freitas;Fiat;Argo;Cartão;Recreio dos Bandeirantes;2023-04-14 00:33:17;2023-04-14 04:33:17
Diego Pinto;Hyundai;Creta;App;Ipanema;2024-08-30 19:32:14;2024-08-31 04:32:14
Joaquim Ferreira;Honda;Civic;App;Centro;2023-09-15 00:53:07;2023-09-15 02:53:07
Miguel Nogueira;Jeep;Renegade;App;Bangu;2023-03-24 01:30:55;2023-03-24 03:30:55
Julia Ferreira;Ford;Ka;Cartão;Recreio dos Bandeirantes;2023-05-02 06:27:14;2023-05-02 17:27:14
Andressa Batista;Honda;Civic;Cartão;Madureira;2024-12-23 22:29:27;2024-12-24 08:29:27
Estela Teixeira;Renault;Sandero;Cartão;Méier;2023-08-15 11:02:40;2023-08-15 21:02:40
Karina Oliveira;Renault;Sandero;App;Campo Grande;2023-12-26 06:26:14;2023-12-26 08:26:14
Leonardo Gomes;Ford;Ka;Cartão;Bangu;2024-02-01 17:49:47;2024-02-02 12:49:47
Márcia Martins;Renault;Duster;App;Barra da Tijuca;2024-04-03 16:29:00;2024-04-03 17:29:00
Francisco Medeiros;Volkswagen;Polo;Cartão;Botafogo;2024-06-26 05:57:43;2024-06-26 18:57:43
Vicente Reis;Chevrolet;Onix;Cartão;Taquara;2024-02-12 17:52:58;2024-02-12 18:52:58
Elias Lima;Toyota;Corolla;Dinheiro;Gávea;2024-05-16 12:45:04;2024-05-17 12:45:04
Márcia Ferraz;Toyota;Yaris;Dinheiro;Campo Grande;2024-06-17 13:26:27;2024-06-17 15:26:27
André Vieira;Jeep;Compass;Cartão;Taquara;2023-07-17 09:10:33;2023-07-17 15:10:33
Amanda Machado;Nissan;March;Cartão;Urca;2024-10-20 19:57:57;2024-10-21 07:57:57
Rosana Araujo;Jeep;Compass;Cartão;Santa Teresa;2023-12-20 13:46:29;2023-12-20 20:46:29
Marcelo Santana;Nissan;March;Dinheiro;Sulacap;2023-07-07 01:11:28;2023-07-07 02:11:28
Antônio Silva;Ford;Ka;App;Tijuca;2023-12-28 03:47:18;2023-12-28 04:47:18
Marcelo Marques;Fiat;Argo;Cartão;Glória;2024-04-26 19:53:49;2024-04-26 21:53:49
Mirella Vieira;Chevrolet;Cruze;App;Jardim Botânico;2023-09-06 18:55:03;2023-09-06 21:55:03
Sarah Santos;Jeep;Compass;App;Tijuca;2024-07-23 23:29:59;2024-07-24 12:29:59
Igor Almeida;Hyundai;Creta;Dinheiro;Leblon;2023-10-19 16:30:53;2023-10-20 03:30:53
João Vieira;Nissan;March;Cartão;Laranjeiras;2023-07-08 14:23:22;2023-07-09 02:23:22
Giulia Silva;Honda;Fit;Cartão;Copacabana;2024-07-27 17:00:10;2024-07-28 14:00:10
Giulia Barros;Volkswagen;Polo;Dinheiro;Campo Grande;2023-09-02 23:40:05;2023-09-03 16:40:05
Elias Araujo;Honda;Fit;Dinheiro;Catete;2024-11-06 00:55:02;2024-11-06 10:55:02
Marcela Fernandes;Hyundai;HB20;App;Sulacap;2024-01-17 16:49:45;2024-01-17 20:49:45
José Marques;Volkswagen;Gol;App;Centro;2023-06-28 08:34:42;2023-06-28 15:34:42
Elias Silva;Jeep;Renegade;App;Bangu;2024-10-10 04:21:40;2024-10-10 14:21:40
Laura Ribeiro;Chevrolet;Cruze;Cartão;Ipanema;2023-07-17 03:31:14;2023-07-17 05:31:14
Vicente Marques;Renault;Duster;Dinheiro;Catete;2023-01-31 11:11:56;2023-01-31 20:11:56
Juliana Nogueira;Renault;Sandero;Dinheiro;Tijuca;2024-07-04 18:12:50;2024-07-04 19:12:50
Célia Batista;Toyota;Corolla;App;Glória;2023-03-03 02:36:58;2023-03-04 00:36:58
Rafaela Moreira;Honda;Fit;Dinheiro;Tijuca;2023-07-23 16:44:54;2023-07-24 09:44:54
Fabrício Castro;Honda;Civic;Cartão;Santa Teresa;2024-05-29 11:11:47;2024-05-29 20:11:47
Pedro Pinto;Ford;Fiesta;Cartão;Laranjeiras;2023-09-20 14:13:42;2023-09-21 09:13:42
Juliano Machado;Volkswagen;Polo;Cartão;Tijuca;2024-04-21 16:46:06;2024-04-21 18:46:06
Pietro Marques;Fiat;Uno;Dinheiro;Catete;2024-01-11 12:05:50;2024-01-11 23:05:50
Túlio Batista;Volkswagen;Gol;Dinheiro;Gávea;2023-11-24 19:25:20;2023-11-25 00:25:20
Gustavo Costa;Volkswagen;Polo;Cartão;Vila Isabel;2024-03-04 16:18:38;2024-03-04 17:18:38
Lucas Santana;Chevrolet;Cruze;App;Santa Cruz;2023-07-17 20:32:03;2023-07-17 21:32:03
Marcelo Freitas;Nissan;Kicks;Cartão;Leblon;2023-06-10 04:11:42;2023-06-10 14:11:42
Karina Santana;Volkswagen;Polo;Cartão;Santa Cruz;2023-12-04 05:17:53;2023-12-04 08:17:53
Paulo Silva;Ford;Fiesta;Cartão;Centro;2023-03-12 05:40:49;2023-03-12 06:40:49
Gabriela Pereira;Toyota;Yaris;Dinheiro;Campo Grande;2024-08-05 22:24:47;2024-08-05 23:24:47
Gabriel Duarte;Hyundai;Creta;Dinheiro;Tijuca;2024-10-21 22:53:03;2024-10-22 10:53:03
Miguel Mendes;Hyundai;Creta;Cartão;Santa Teresa;2023-09-05 17:31:13;2023-09-05 21:31:13
Emily Garcia;Toyota;Yaris;Dinheiro;Laranjeiras;2023-07-28 00:40:48;2023-07-28 15:40:48
Carlos Costa;Chevrolet;Onix;Cartão;Copacabana;2024-08-30 09:58:09;2024-08-30 19:58:09
Elisa Silva;Nissan;Kicks;App;Gávea;2023-05-15 06:20:04;2023-05-15 07:20:04
Vitor Costa;Toyota;Yaris;App;Centro;2023-12-18 00:17:10;2023-12-18 01:17:10
Clarice Moura;Toyota;Corolla;Cartão;Ipanema;2023-01-11 15:29:56;2023-01-11 22:29:56
Antônio Campos;Jeep;Compass;Cartão;Glória;2023-11-24 03:58:53;2023-11-24 12:58:53
Karina Souza;Chevrolet;Onix;Cartão;Copacabana;2024-02-21 00:08:07;2024-02-21 14:08:07
Vicente Miranda;Renault;Duster;Dinheiro;Tijuca;2023-08-15 19:45:23;2023-08-16 07:45:23
José Souza;Nissan;Kicks;App;Vila Isabel;2023-07-16 00:21:35;2023-07-16 06:21:35
Márcia Gonçalves;Fiat;Uno;App;Ipanema;2024-12-03 03:25:52;2024-12-03 15:25:52
Antônio Souza;Volkswagen;Gol;Cartão;Catete;2024-03-15 09:29:51;2024-03-15 18:29:51
Tatiana Gomes;Fiat;Argo;Cartão;Leblon;2024-04-25 07:13:45;2024-04-25 18:13:45
Nina Oliveira;Fiat;Uno;Dinheiro;Madureira;2023-07-29 04:37:44;2023-07-29 05:37:44
Camila Marques;Toyota;Corolla;Cartão;Gávea;2024-02-08 06:25:23;2024-02-08 23:25:23
Diego Carvalho;Nissan;March;Dinheiro;Gávea;2024-01-27 10:05:48;2024-01-27 22:05:48
Eliana Rodrigues;Ford;Ka;Dinheiro;Taquara;2024-08-05 13:55:00;2024-08-05 16:55:00
Fabrício Borges;Jeep;Compass;Cartão;Vila Isabel;2024-08-21 14:29:22;2024-08-22 01:29:22
Simone Ribeiro;Jeep;Renegade;Dinheiro;Leblon;2023-09-05 22:32:04;2023-09-06 07:32:04
Lorena Araujo;Volkswagen;Polo;Cartão;Santa Teresa;2023-08-06 05:06:15;2023-08-06 07:06:15
Melissa Campos;Volkswagen;Gol;Dinheiro;Santa Cruz;2023-06-20 00:56:26;2023-06-20 01:56:26
Claudio Borges;Volkswagen;Gol;App;Leblon;2024-04-25 18:01:29;2024-04-26 07:01:29
Vicente Santana;Honda;Civic;Dinheiro;Santa Teresa;2023-01-24 05:40:34;2023-01-24 10:40:34
Julia Lopes;Volkswagen;Polo;Dinheiro;Santa Cruz;2023-03-15 17:04:13;2023-03-16 05:04:13
Tatiana Ribeiro;Chevrolet;Cruze;App;Botafogo;2024-09-08 05:48:46;2024-09-08 06:48:46
Sofia Mendes;Hyundai;Creta;Dinheiro;Centro;2023-07-02 23:27:40;2023-07-03 02:27:40
Rodrigo Freitas;Toyota;Corolla;App;Catete;2023-09-25 05:29:13;2023-09-25 14:29:13
Arthur Martins;Volkswagen;Polo;App;Urca;2023-03-10 11:31:51;2023-03-11 10:31:51
Giulia Neves;Jeep;Compass;Cartão;Centro;2024-06-12 08:05:39;2024-06-12 10:05:39
Davi Silva;Renault;Duster;Dinheiro;Jardim Botânico;2024-07-31 04:34:43;2024-07-31 09:34:43
Sofia Cardoso;Volkswagen;Polo;App;Botafogo;2023-05-23 03:00:52;2023-05-23 05:00:52
Mirella Mendes;Renault;Sandero;App;Campo Grande;2023-06-26 13:49:39;2023-06-26 15:49:39
Elisa Moreira;Honda;Fit;Dinheiro;Vila Isabel;2024-01-18 22:46:37;2024-01-19 03:46:37
Rodrigo Pereira;Ford;Ka;Cartão;Méier;2023-05-11 17:05:38;2023-05-11 19:05:38
Mário Neves;Jeep;Renegade;Dinheiro;Botafogo;2024-12-19 04:39:35;2024-12-19 09:39:35
Isadora Alves;Ford;Fiesta;Dinheiro;Madureira;2024-03-08 13:57:44;2024-03-08 21:57:44
Elias Reis;Honda;Civic;Dinheiro;Copacabana;2024-05-25 12:54:50;2024-05-26 07:54:50
Barbara Araujo;Chevrolet;Onix;Dinheiro;Catete;2024-03-01 07:39:29;2024-03-01 10:39:29
Gabriela Ferraz;Jeep;Compass;Cartão;Urca;2024-06-21 12:12:45;2024-06-21 19:12:45
Matheus Martins;Toyota;Yaris;Dinheiro;Ipanema;2023-11-23 14:06:47;2023-11-24 00:06:47
Diego Cardoso;Ford;Fiesta;App;Urca;2024-12-20 03:04:36;2024-12-20 19:04:36
César Borges;Nissan;Kicks;Cartão;Lapa;2024-10-13 07:51:05;2024-10-14 01:51:05
Julio Vieira;Fiat;Uno;App;Recreio dos Bandeirantes;2023-05-25 20:47:55;2023-05-26 10:47:55
Alessandra Cardoso;Fiat;Argo;Dinheiro;Vila Isabel;2023-10-23 07:16:02;2023-10-23 10:16:02
Camila Medeiros;Renault;Sandero;Cartão;Glória;2023-07-19 22:54:56;2023-07-20 13:54:56
